abbreviation	name	equation	reversible	compartement	lowbnd	uppbnd	obj_coef	rule	subsystem
ID_97	ribonucleotide-diphosphate reductase (CDP)	[c]: cdp + thioredoxred --> dcdp + thioredoxoxi + h2o	false	C_c	0	1000	0	(nrdE) and (nrdF) or (CD1261)	Pyrimidine metabolism
ID_8	UTP diphosphohydrolase	[c]: utp + (2) h2o --> uri5p + (2) pi	false	C_c	0	1000	0		Pyrimidine metabolism
ID_641	dCTP:uridine 5'-phosphotransferase	[c]: dctp + uri <==> dcdp + uri5p	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_600	dGTP:cytidine 5'-phosphotransferase	[c]: dgtp + cytd <==> dgdp + cmp	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_206	ATP:cytidine 5'-phosphotransferase	[c]: cytd + atp --> cmp + adp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_102	5,6-Dihydrouracil amidohydrolase	[c]: 56dhura + h2o --> 3uprop	false	C_c	0	1000	0	(CD2083) or (CD3178)	Pyrimidine metabolism
ID_69	dCTP deaminase	[c]: dctp + h2o --> dutp + nh3	false	C_c	0	1000	0	(CD3477)	Pyrimidine metabolism
ID_13	nucleoside-phosphate kinase	[c]: uri5p + atp --> udp + adp	false	C_c	0	1000	0	(pyrH)	Pyrimidine metabolism
ID_216	aspartate carbamoyltransferase	[c]: cbp + aspL --> casp + pi	false	C_c	0	1000	0	(carB)	Pyrimidine metabolism
ID_363	thymidine phosphorylase	[c]: thymd + pi <==> drin1p + thym	true	C_c	-1000	1000	0	(pdp)	Pyrimidine metabolism
ID_628	CTP phosphohydrolase	[c]: ctp + h2o --> cdp + pi	false	C_c	0	1000	0		Pyrimidine metabolism
ID_614	uridine:phosphate alpha-D-ribosyltransferase	[c]: uri + pi --> ura + rib1p	false	C_c	0	1000	0	(pdp)	Pyrimidine metabolism
ID_511	5,6-dihydrouracil:NADP+ oxidoreductase	[c]: ura + nadph + h --> 56dhura + nadp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_579	cytosine deaminase	[c]: csn + h2o --> ura + nh3	false	C_c	0	1000	0	(CD0015)	Pyrimidine metabolism
ID_144	CTP synthase	[c]: utp + glnL + atp + h2o --> ctp + gluL + pi + adp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_677	(S)-dihydroorotate:quinone oxidoreductase	[c]: dho + uqnn8 --> orot + uqnl8	false	C_c	0	1000	0	(pyrD) and (pyrK) or (pyrK) and (CD2077) or (pyrK) and (CD3179)	Pyrimidine metabolism
ID_505	ATP:uridine 5'-phosphotransferase	[c]: uri + atp --> uri5p + adp	false	C_c	0	1000	0	(CD0557)	Pyrimidine metabolism
ID_289	carbamoyl-phosphate synthase (glutamine-hydrolysing) (part 1)	[c]: hco3 + h + glnL + h2o + (2) atp --> cbp + gluL + pi + (2) adp	false	C_c	0	1000	0	(carB) and (carA) or (carB1) and (carB2) and (carA) or (carB) and (pyrAA2) or (carB1) and (carB2) and (pyrAA2)	Pyrimidine metabolism
ID_74	thymidine kinase	[c]: thymd + atp --> dtmp + adp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_54	hydantoinase	[c]: 56dhthy + h2o --> 3uib	false	C_c	0	1000	0	(CD2083) or (CD3178)	Pyrimidine metabolism
ID_661	nucleoside-diphosphate kinase (dTDP)	[c]: dtdp + atp --> dttp + adp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_299	GTP:cytidine 5'-phosphotransferase	[c]: cytd + gtp --> cmp + gdp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_448	nucleoside-diphosphate kinase (dCDP)	[c]: dcdp + atp --> dctp + adp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_38	5,10-methylenetetrahydrofolate,NADPH:dUMP C-methyltransferase	[c]: dump + 510mlethf + nadph + h --> dtmp + thf + nadp	false	C_c	0	1000	0	(thyX)	Pyrimidine metabolism
ID_377	GTP:uridine 5'-phosphotransferase	[c]: uri + gtp --> uri5p + gdp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_608	pyrimidine-nucleoside phosphorylase	[c]: cytd + pi <==> csn + rib1p	true	C_c	-1000	1000	0	(pdp)	Pyrimidine metabolism
ID_690	nucleoside-diphosphate kinase (CDP)	[c]: cdp + atp --> ctp + adp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_213	deoxyuridine:phosphate ribosyltransferase	[c]: duri + pi --> drin1p + ura	false	C_c	0	1000	0	(pdp)	Pyrimidine metabolism
ID_371	dihydroorotase	[c]: casp --> dho + h2o	false	C_c	0	1000	0	(pyrC) or (CD3643)	Pyrimidine metabolism
ID_695	CTP diphosphohydrolase (diphosphate-forming)	[c]: ctp + (2) h2o <==> cmp + (2) pi	true	C_c	-1000	1000	0		Pyrimidine metabolism
ID_547	dTTP:uridine 5'-phosphotransferase	[c]: dttp + uri <==> dtdp + uri5p	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_182	deoxycytidine aminohydrolase	[c]: dcyt + h2o --> duri + nh3	false	C_c	0	1000	0	(CD3477)	Pyrimidine metabolism
ID_653	ITP:cytidine 5'-phosphotransferase	[c]: itp + cytd <==> idp + cmp	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_122	UDP phosphohydrolase	[c]: udp + h2o <==> uri5p + pi	true	C_c	-1000	1000	0		Pyrimidine metabolism
ID_334	nucleoside-diphosphate kinase (UDP)	[c]: udp + atp --> utp + adp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_65	2'-Deoxycytidine 5'-monophosphate phosphohydrolase	[c]: dcmp + h2o <==> dcyt + pi	true	C_c	-1000	1000	0		Pyrimidine metabolism
ID_590	nucleoside-triphosphate diphosphatase	[c]: dutp + h2o --> dump + ppi	false	C_c	0	1000	0	(dut)	Pyrimidine metabolism
ID_522	N-carbamoyl-beta-alanine amidohydrolase	[c]: 3uprop + h2o --> alaB + nh3 + co2	false	C_c	0	1000	0	(CD0487)	Pyrimidine metabolism
ID_133	carbamoyl-phosphate synthase (glutamine-hydrolysing) (part 2)	[c]: (2) atp + hco3 + h + nh3 --> (2) adp + pi + cbp	false	C_c	0	1000	0	(carB) and (carA) or (carB1) and (carB2) and (carA) or (carB) and (pyrAA2) or (carB1) and (carB2) and (pyrAA2)	Pyrimidine metabolism
ID_5	dTMP kinase	[c]: dtmp + atp --> dtdp + adp	false	C_c	0	1000	0	(CD3550)	Pyrimidine metabolism
ID_517	CDP phosphohydrolase	[c]: cdp + h2o <==> cmp + pi	true	C_c	-1000	1000	0		Pyrimidine metabolism
ID_667	ITP:uridine 5'-phosphotransferase	[c]: itp + uri <==> idp + uri5p	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_441	UTP:cytidine 5'-phosphotransferase Formate acetyltransferase-glycine dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)	[c]: utp + cytd <==> udp + cmp	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_407	phosphoenolpyruvate kinase (UDP)	[c]: pepyr + udp --> pyr + utp	false	C_c	0	1000	0	(pykF)	Pyrimidine metabolism
ID_239	dUTP:uridine 5'-phosphotransferase	[c]: dutp + uri <==> dudp + uri5p	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_137	ribonucleotide-triphosphate reductase (CTP)	[c]: ctp + fmnh2 --> dctp + fmn + h2o	false	C_c	0	1000	0	(nrdD)	Pyrimidine metabolism
ID_117	uracil phosphoribosyltransferase	[c]: ura + 5pr1dp --> uri5p + ppi	false	C_c	0	1000	0	(pyrR) or (upp)	Pyrimidine metabolism
ID_29	thymidylate synthase	[c]: 510mlethf + dump <==> 78dhfmg + dtmp	true	C_c	-1000	1000	0		Pyrimidine metabolism
ID_447	orotidine-5'-phosphate decarboxylase	[c]: orot5p --> uri5p + co2	false	C_c	0	1000	0	(pyrF)	Pyrimidine metabolism
ID_734	5,6-dihydrothymine:NADP+ oxidoreductase	[c]: thym + nadph + h --> 56dhthy + nadp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_348	dUTP:cytidine 5'-phosphotransferase	[c]: dutp + cytd <==> dudp + cmp	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_413	dATP:uridine 5'-phosphotransferase	[c]: datp + uri <==> dadp + uri5p	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_269	ATP:dCMP phosphotransferase	[c]: dcmp + atp --> dcdp + adp	false	C_c	0	1000	0	(cmk)	Pyrimidine metabolism
ID_16	UTP phosphohydrolase	[c]: utp + h2o <==> udp + pi	true	C_c	-1000	1000	0		Pyrimidine metabolism
ID_261	dCMP deaminase	[c]: dcmp + h2o --> dump + nh3	false	C_c	0	1000	0	(CD3477) or (CD1899)	Pyrimidine metabolism
ID_534	thioredoxin-disulfide reductase	[c]: thioredoxoxi + nadph + h --> thioredoxred + nadp	false	C_c	0	1000	0	(trxB1) or (trxB2) or (trxB3)	Pyrimidine metabolism
ID_718	pseudouridine-5'-phosphate glycosidase	[c]: psuri5p + h2o --> ura + rib5p	false	C_c	0	1000	0	(truA1) or (CD1060) or (rluB) or (CD2596) or (rluA)	Pyrimidine metabolism
ID_40	cytidine aminohydrolase	[c]: uri + nh3 <==> cytd + h2o	true	C_c	-1000	1000	0	(cdd)	Pyrimidine metabolism
ID_528	uridine ribohydrolase	[c]: uri + h2o <==> ura + ribD	true	C_c	-1000	1000	0		Pyrimidine metabolism
ID_601	ATP:dUTP phosphotransferase	[c]: dudp + atp --> dutp + adp	false	C_c	0	1000	0		Pyrimidine metabolism
ID_750	Thymidylate 5'-phosphohydrolase	[c]: dtmp + h2o --> thymd + pi	false	C_c	0	1000	0		Pyrimidine metabolism
ID_442	dGTP:uridine 5'-phosphotransferase	[c]: dgtp + uri <==> dgdp + uri5p	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_432	dTTP:cytidine 5'-phosphotransferase	[c]: dttp + cytd <==> dtdp + cmp	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_153	acetyl-CoA carboxylase	[c]: atp + acoa + hco3 + h --> adp + pi + malcoa	false	C_c	0	1000	0	(accA) and (accD) and (accB) and (accC)	Pyruvate metabolism
ID_474	V-type sodium ATP synthase	na[e] + adp[c] + pi[c] --> na[c] + atp[c] + h2o[c]	false	C_c, C_e	0	1000	0	(ntpD) and (ntpB) and (ntpA) and (ntpC) and (ntpE) and (ntpF) and (ntpK)	Pyruvate metabolism
ID_565	oxaloacetate carboxy-lyase	[c]: oxac <==> pyr + co2	true	C_c	-1000	1000	0	(CD1005)	Pyruvate metabolism
ID_32	pyruvate:NAD+ 2-oxidoreductase	[c]: pyr + nad + coa --> acoa + nadh + co2 + h	false	C_c	0	1000	0	(CD0723) and (acoA) and (acoB)	Pyruvate metabolism
ID_35	(S)-lactaldehyde dehydrogenase 	[c]: laldS + nad + h2o <==> nadh + h + lacS	true	C_c	-1000	1000	0	(aldH)	Pyruvate metabolism
ID_49	ATP synthase	adp[c] + pi[c] + (3) h[e] --> atp[c] + h2o[c] + (3) h[c]	false	C_c, C_e	0	1000	0	(atpA) and (atpB) and (atpF) and (atpH) and (atpG) and (atpD) and (atpC) and (atpI) and (atpZ) or (atpA) and (atpB) and (atpF) and (atpH) and (atpG) and (atpD) and (atpE) and (atpI) and (atpZ)	Pyruvate metabolism
ID_44	lactate:ubiquinone-8 2-oxidoreductase	[c]: lacR + uqnn8 --> uqnl8 + pyr	false	C_c	0	1000	0		Pyruvate metabolism
ID_322	lactate racemase	[c]: lacS <==> lacR	true	C_c	-1000	1000	0		Pyruvate metabolism
ID_280	acetate kinase	[c]: ap + adp <==> ac + atp	true	C_c	-1000	1000	0	(ackA)	Pyruvate metabolism
ID_188	ATP:pyruvate,phosphate phosphotransferase	[c]: atp + pyr + pi --> amp + pepyr + ppi	false	C_c	0	1000	0	(ppdK)	Pyruvate metabolism
ID_163	oxaloacetate:phosphate carboxy-lyase	[c]: oxac + pi <==> pepyr + hco3 + h	true	C_c	-1000	1000	0		Pyruvate metabolism
ID_563	pyruvate, water dikinase	[c]: pyr + atp + h2o --> pepyr + amp + pi	false	C_c	0	1000	0	(CD0582)	Pyruvate metabolism
ID_186	(R)-3-amino-2-methylpropanoate:pyruvate aminotransferase	[c]: 3a2mp + pyr <==> alaL + 2m3op	true	C_c	-1000	1000	0		Pyruvate metabolism
ID_458	D-lactate dehydrogenase	[c]: pyr + nadh + h --> lacR + nad	false	C_c	0	1000	0	(ldhA)	Pyruvate metabolism
ID_394	methylglyoxalase	[c]: mthgxl + gth --> lacgth	false	C_c	0	1000	0	(gloA) or (CD1945) or (CD0671) or (CD0451)	Pyruvate metabolism
ID_177	pyruvaldehyde:NAD+ oxidoreductase	[c]: mthgxl + nad + h2o --> pyr + nadh + h	false	C_c	0	1000	0	(aldH)	Pyruvate metabolism
ID_89	acetyl:succinate CoA-transferase	[c]: acoa + succ --> ac + succoa	false	C_c	0	1000	0	(cat1)	Pyruvate metabolism
ID_105	S-lactoyl-glutathione hydrolase	[c]: lacgth + h2o --> lacR + gth	false	C_c	0	1000	0	(CD2742)	Pyruvate metabolism
ID_306	acetoacetate decarboxylase	[c]: aac --> at + co2	false	C_c	0	1000	0	(Spontaneous)	Pyruvate metabolism
ID_246	fumarate reductase	[c]: fum + mql --> mqn + succ	false	C_c	0	1000	0		Pyruvate metabolism
ID_291	malate dehydrogenase (oxaloacetate-decarboxylating) (NAD+)	[c]: malS + nad --> pyr + nadh + co2 + h	false	C_c	0	1000	0	(CD1005)	Pyruvate metabolism
ID_716	methylglyoxal synthase	[c]: dhap <==> mthgxl + pi	true	C_c	-1000	1000	0	(mgsA)	Pyruvate metabolism
ID_36	pyruvate formate-lyase	[c]: pyr + coa --> acoa + for	false	C_c	0	1000	0	(plfB) or (pflD) or (CD3282)	Pyruvate metabolism
ID_710	(R)-2-hydroxy-acid:acceptor 2-oxidoreductase	[c]: lacR + elecaccept-oxi <==> pyr + elecaccept-red	true	C_c	-1000	1000	0	(CD3310)	Pyruvate metabolism
ID_234	3-mercaptopyruvate:cyanide sulfurtransferase	[c]: hcy + 3mpyr <==> pyr + tcy	true	C_c	-1000	1000	0	(sseA)	Pyruvate metabolism
ID_643	lactate:menaquinone 2-oxidoreductase	[c]: lacR + mqn --> mql + pyr	false	C_c	0	1000	0		Pyruvate metabolism
ID_702	FMN adenylyltransferase	[c]: fmn + atp --> fad + ppi	false	C_c	0	1000	0		Riboflavin metabolism
ID_459	FMNH2:NAD+ oxidoreductase	[c]: fmnh2 + nad <==> fmn + nadh + h	true	C_c	-1000	1000	0	(CD2121) or (CD2396)	Riboflavin metabolism
ID_692	FMNH2:NADP+ oxidoreductase	[c]: fmnh2 + nadp <==> fmn + nadph + h	true	C_c	-1000	1000	0	(CD1807) or (CD1674)	Riboflavin metabolism
ID_162	riboflavin kinase	[c]: ribflv + atp --> fmn + adp	false	C_c	0	1000	0	(ribC)	Riboflavin metabolism
ID_257	D-ribulose 5-phosphate formate-lyase	[c]: rl5p --> 1dgtl4p + for	false	C_c	0	1000	0	(ribA)	Riboflavin metabolism
ID_375	5-amino-6-(5-phosphoribitylamino)uracil phosphatase	[c]: 5a65praura + h2o --> 5a6raura + pi	false	C_c	0	1000	0		Riboflavin metabolism
ID_356	GTP cyclohydrolase II	[c]: gtp + (3) h2o --> 25da65prap + for + ppi	false	C_c	0	1000	0	(ribA)	Riboflavin metabolism
ID_599	5-amino-6-(D-ribitylamino)uracil butanedionetransferase	[c]: 1dgtl4p + 5a6raura --> 67dm81rlum + pi + (2) h2o	false	C_c	0	1000	0	(ribH)	Riboflavin metabolism
ID_250	5-amino-6-(5-phosphoribosylamino)uracil:NADP+ 1'-oxidoreductase	[c]: 25da65prap + h2o <==> 5a65prsaura + nh3	true	C_c	-1000	1000	0	(ribD)	Riboflavin metabolism
ID_279	5-amino-6-(5-phosphoribosylamino)uracil reductase	[c]: 5a65prsaura + nadph + h --> 5a65praura + nadp	false	C_c	0	1000	0	(ribD)	Riboflavin metabolism
ID_110	riboflavin synthase	[c]: (2) 67dm81rlum --> ribflv + 5a6raura	false	C_c	0	1000	0	(ribH) and (ribE)	Riboflavin metabolism
Sec_na	Secretion Na+	na[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_glyo	Secretion glycerol	glyo[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_tmam	Secretion trimethylamine	tmam[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ribflv	Secretion riboflavin	ribflv[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_dcyt	Secretion deoxycytidine	dcyt[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_aga	Secretion N-acetyl-beta-D-glucosamine	aga[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_h	Secretion H+	h[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_2mbut	Secretion 2-Methylbutyric acid	2mbut[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_co2	Secretion CO2	co2[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_cdpg	Secretion CDP-glycerol	cdpg[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_udpagaepyr	Secretion UDP-N-acetylglucosamine-enolpyruvate	udpagaepyr[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_cobalt	Secretion Co2+	cobalt[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_gtol	Secretion galactitol	gtol[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_2dh3dg	Secretion 2-dehydro-3-deoxy-D-gluconate	2dh3dg[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_no2	Secretion nitrite	no2[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_gly	Secretion glycine	gly[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_sucr	Secretion sucrose	sucr[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_eto	Secretion ethanol	eto[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_g3p	Secretion sn-glycerol-3-phosphate	g3p[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_lysL	Secretion L-lysine	lysL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_proL	Secretion L-proline	proL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_csn	Secretion cytosine	csn[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ribD	Secretion D-ribose	ribD[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_valL	Secretion L-valine	valL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_dachi	Secretion diacetylchitobiose	dachi[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_4abz	Secretion 4-aminobenzoate	4abz[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ac	Secretion acetate	ac[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ival	Secretion Isovalerate	ival[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ca2	Secretion Ca2+	ca2[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_hxan	Secretion hypoxanthine	hxan[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_metL	Secretion L-methionine	metL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_trpL	Secretion L-tryptophan	trpL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_actid	Secretion Acetamide	actid[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_arab	Secretion L-arabinose	arab[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_glcn	Secretion D-gluconate	glcn[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_alaL	Secretion L-alanine	alaL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_leuL	Secretion L-leucine	leuL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_4s45dhp23do	Secretion (4S)-4,5-dihydroxypentan-2,3-dione	4s45dhp23do[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_uri	Secretion uridine	uri[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_2o6pamg2d	Secretion 2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate	2o6pamg2d[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_adn	Secretion adenosine	adn[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ileL	Secretion L-isoleucine	ileL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_dethio	Secretion dethiobiotin	dethio[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_nac	Secretion nicotinate	nac[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_glnL	Secretion L-glutamine	glnL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_escul	Secretion esculin	escul[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_metD	Secretion D-methionine	metD[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_spmd	Secretion spermidine	spmd[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_xan	Secretion xanthine	xan[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ptrc	Secretion putrescine	ptrc[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_thymd	Secretion thymidine	thymd[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_nh3	Secretion ammonia	nh3[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_fru	Secretion D-fructose	fru[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_thm	Secretion thiamin	thm[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_c1ala	Secretion cob(I)alamin	c1ala[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_for	Secretion formate	for[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_fe2	Secretion Fe2+	fe2[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_so3	Secretion sulfite	so3[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_4abg	Secretion 4-aminobenzoate-glutamate	4abg[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_fuc	Secretion L-fuculose	fuc[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_chol	Secretion choline	chol[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_malS	Secretion (S)-malate	malS[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_chor	Secretion chorismate	chor[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_hco3	Secretion bicarbonate	hco3[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_malt	Secretion maltose	malt[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ppat	Secretion phosphonate	ppat[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_h2	Secretion H2	h2[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_bio	Secretion biotin	bio[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_xyld	Secretion D-xylose	xyld[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_pntoR	Secretion (R)-pantothenate	pntoR[e] --> 	FALSE	C_e	0	1000	0		Secretion
Ex_23dhbz	Secretion of 2,3-dihydroxybenzoate	23dhbz[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_thrL	Secretion L-threonine	thrL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_etoa	Secretion ethanolamine	etoa[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_dad	Secretion deoxyadenosine	dad[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_isobuta	Secretion isobutyric acid	isobuta[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_glyb	Secretion glycine betaine	glyb[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_5apn	Secretion 5-aminopentanoate	5apn[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_adman	Secretion alpha-D-mannose	adman[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_2aepat	Secretion (2-aminoethyl)phosphonate	2aepat[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_gluL	Secretion L-glutamate	gluL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_aspL	Secretion L-aspartate	aspL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_cysL	Secretion L-cysteine	cysL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_escut	Secretion esculetin	escut[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_acnam	Secretion N-acetylneuraminate	acnam[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ura	Secretion uracil	ura[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_tyrL	Secretion L-tyrosine	tyrL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_hoam	Secretion Hydroxylamine	hoam[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_mevR	Secretion (R)-mevalonate	mevR[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_pi	Secretion phosphate	pi[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_raf	Secretion raffinose	raf[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_h2o	Secretion H2O	h2o[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_his	Secretion L-histidine	his[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_zn2	Secretion Zn2+	zn2[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_mg2	Secretion Mg2+	mg2[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_4mpo	Secretion 4-methylphenol	4mpo[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_k	Secretion K+	k[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_argL	Secretion L-arginine	argL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_mnl	Secretion mannitol	mnl[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_gal	Secretion beta-D-galactose	gal[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_no3	Secretion nitrate	no3[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_tgt	Secretion tagatose	tgt[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_tre	Secretion trehalose	tre[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ins	Secretion inosine	ins[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_at	Secretion acetone	at[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_pheL	Secretion L-phenylalanine	pheL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_23diap	Secretion 2,3-diaminopropanoate	23diap[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ncam	Secretion nicotinamide	ncam[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_13pd	Secretion 1,3-propanediol	13pd[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_glc	Secretion beta-D-glucose	glc[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_pyin	Secretion pyridoxine	pyin[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_celb	Secretion cellobiose	celb[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_ibtol	Secretion isobutanol	ibtol[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_asnL	Secretion L-asparagine	asnL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_isocap	Secretion Isocaproate	isocap[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_sor	Secretion D-sorbitol	sor[e] --> 	FALSE	C_e	0	1000	0		Secretion
