REACTION ID	NAME	REACTION DEFINITION	REACTION EQUATION	ENZYME	ASSOCIATED PEG	SUBSYSTEM CLASS	REACTION CLASS	KEGG	STATUS IN Oh et al model	MODEL IDs	DELTAG (kcal/mol)	DELTAGERR (kcal/mol)	MMDELTAG (kcal/mol)	PREDICTED DIRECTIONALITY	THERMODYNAMIC CLASS
rxn00178	Acetyl-CoA:acetyl-CoA C-acetyltransferase|acetyl-CoA C-acetyltransferase|3-ketoacyl-CoA thiolase|acetyl-CoA C-acetyltransferase, mitochondrial|Acetyl-CoA:acetyl-CoA C-acetyltransferase|ACACT1r|Acetoacetyl_CoA_C_acety_transferase|acetyl coenzyme A acetyltransferase|acetyl-CoAC-acetyltransferase|acetyl-coa c-acetyltransferase	2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA	2 cpd00022 <=> cpd00010 + cpd00279	2.3.1.9|2.3.1.16	peg.1035|peg.2421|peg.3288	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R00238	ACACT1r	iJR904:ACACT1r|iAO358:rll_136|iAF692:ACACT1|iSB619:ACACT1r|iAF1260:ACACT1r:KAT1|iIT341:ACACT1r|iAbaylyiv4:ACETYL-COA-ACETYLTRANSFER-RXN|iND750:ACACT1m:ACACT1|iYO844:ACACT1r|iNJ661:ACACT1r:AACOAT|iJN746:ACACT1r:KAT1	7.06	1.09	7.06	<=>	REVERSIBLE BY POINT DELTAG CONFLICT
rxn00179	ATP:L-glutamate 5-phosphotransferase|glutamate 5-kinase	ATP + H+ + GLU <=> ADP + L-Glutamyl 5-phosphate	cpd00002 + cpd00067 + cpd00023 <=> cpd00008 + cpd02097	2.7.2.11	peg.1314|peg.1851	Amino Acids and Derivatives	Positive variable	R00239	GLU5K	iJR904:GLU5K|iAO358:rll_336|iAG612:rbs_182:rbs_183|iAF692:GLU5K|iAF1260:GLU5K|iAbaylyiv4:GLUTKIN-RXN|iND750:GLU5K|iYO844:GLU5K|iNJ661:GLU5K|iJN746:GLU5K	2.63	0.29	2.63	<=>	REVERSIBLE BY POINTS
rxn00182	L-Glutamate:NAD+ oxidoreductase (deaminating)|glutamate dehydrogenase (NAD)	NAD + H2O + GLU <=> H+ + NADH + NH3 + 2-Oxoglutarate	cpd00003 + cpd00001 + cpd00023 <=> cpd00067 + cpd00004 + cpd00013 + cpd00024	1.4.1.2|1.4.1.3|1.4.1.4	peg.2300|peg.3785	Amino Acids and Derivatives	Variable	R00243	GLUDxi	iAG612:rbs_391:rbs_392|iAF692:GLUDxi|iYO844:GLUDxi|iND750:GLUDxi|iNJ661:GLUDx|iSB619:GLUDx	8.69	1.31	4.59	<=>	REVERSIBLE BY POINT DELTAG CONFLICT
rxn00183	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase|L-Glutamate 5-semialdehyde:NAD+ oxidoreductase|PUTA3|puta3	NAD + H2O + L-Glutamate5-semialdehyde <=> 2 H+ + NADH + GLU	cpd00003 + cpd00001 + cpd00858 <=> 2 cpd00067 + cpd00004 + cpd00023	1.5.1.12	peg.3784|peg.322	Amino Acids and Derivatives	Positive variable	R00245	NOT IN MODEL	iIT341:PUTA3	-9.80	1.18	-9.80	<=>	REVERSIBLE BY POINTS
rxn00187	L-Glutamate:ammonia ligase (ADP-forming)|glutamine synthetase|L-Glutamate:ammonia ligase (ADP-forming)|GLNS|glutaminesynthetase|glutamate--ammonia ligase	ATP + GLU + NH3 => ADP + Phosphate + H+ + L-Glutamine	cpd00002 + cpd00023 + cpd00013 => cpd00008 + cpd00009 + cpd00067 + cpd00053	6.3.1.2	peg.1750	Amino Acids and Derivatives	Positive variable	R00253	GLNS	iJR904:GLNS|iAO358:rll_163|iAG612:rbs_181|iAF692:GLNS|iSB619:GLNS|iAF1260:GLNS|iIT341:GLNS|iAbaylyiv4:GLUTAMINESYN-RXN|iND750:GLNS|iYO844:GLNS|iNJ661:GLNS|iJN746:GLNS	-2.09	0.89	-2.09	=>	IRREVERSIBLE BY POINTS
rxn00189	L-Glutamine amidohydrolase|glutaminase|L-Glutamine amidohydrolase|GLUN	H2O + L-Glutamine => GLU + NH3	cpd00001 + cpd00053 => cpd00023 + cpd00013	3.5.1.2|3.5.1.38|6.3.5.5	peg.1485|peg.244	Amino Acids and Derivatives	Positive variable	R00256	GLUN	iIT341:GLUN|iJR904:GLUN|iAbaylyiv4:GLUTAMIN-RXN|iAG612:rbs_397|iYO844:GLUN|iND750:GLUN|iAF1260:GLUN:GLUNpp|iJN746:GLUN	-4.72	0.88	-8.82	=>	IRREVERSIBLE BY POINTS
rxn00191	L-Alanine:2-oxoglutarate aminotransferase|L-alanine transaminase|L-alanine transaminase, mitochondrial|Alanine transaminase|alanine aminotransferase	2-Oxoglutarate + ALA <=> GLU + Pyruvate	cpd00024 + cpd00035 <=> cpd00023 + cpd00020	2.6.1.2	MANUAL	Amino Acids and Derivatives	Variable	R00258	ALATA_L	iJR904:ALATA_L|iAO358:rll_578|iAG612:rbs_534|iAF692:ALATA_L|iAF1260:ALATA_L|iAbaylyiv4:ALANINE-AMINOTRANSFERASE-RXN|iND750:ALATA_Lm:ALATA_L|iYO844:ALATA_L|iNJ661:ALATA_L|iJN746:ALATA_L	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn00192	Acetyl-CoA:L-glutamate N-acetyltransferase|N-acetylglutamate synthase|N-acteylglutamate synthase, mitochondrial|glutamate N-acetyltransferase / amino-acid N-acetyltransferase|amino-acid n-acetyltransferase	Acetyl-CoA + GLU => H+ + CoA + N-Acetyl-L-glutamate	cpd00022 + cpd00023 => cpd00067 + cpd00010 + cpd00477	2.3.1.1	peg.1121	Amino Acids and Derivatives	Positive variable	R00259	ACGS	iJR904:ACGS|iAO358:rll_51|iAG612:rbs_115|iAF692:ACGS|iSB619:ACGS|iAF1260:ACGS|iAbaylyiv4:N-ACETYLTRANSFER-RXN|iND750:ACGSm|iYO844:ACGS|iNJ661:ACGS|iJN746:ACGS	-5.29	1.26	-5.29	=>	IRREVERSIBLE BY POINTS
rxn00193	L-Glutamate racemase|glutamate racemase|L-Glutamate racemase|GLUR|glutamateracemase	GLU <=> D-Glutamate	cpd00023 <=> cpd00186	5.1.1.3	peg.2842	Amino Acids and Derivatives	Positive	R00260	GLUR	iJR904:GLUR|iAO358:rll_268|iSB619:GLUR|iAF1260:GLUR|iIT341:GLUR|iAbaylyiv4:GLUTRACE-RXN|iYO844:GLUR|iNJ661:GLUR|iJN746:GLUR	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn00196	2,5-dioxopentanoate:NADP+ 5-oxidoreductase|2,5-dioxovalerate dehydrogenase	TPN + H2O + 2,5-Dioxopentanoate <=> 2 H+ + TPNH + 2-Oxoglutarate	cpd00006 + cpd00001 + cpd00340 <=> 2 cpd00067 + cpd00005 + cpd00024	1.2.1.26	peg.248	Amino Acids and Derivatives	Blocked	R00264	NOT IN MODEL	iAbaylyiv4:2,5-DIOXOVALERATE-DEHYDROGENASE-RXN	-9.80	1.18	-9.80	<=>	REVERSIBLE BY POINTS
rxn00199	Oxalosuccinate:NADP+ oxidoreductase (decarboxylating)	H+ + Oxalosuccinate => CO2 + 2-Oxoglutarate	cpd00067 + cpd03187 => cpd00011 + cpd00024	1.1.1.42	peg.2916	Carbohydrates	Positive variable	R00268	NOT IN MODEL		-3.09	0.54	-8.55	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00203	2-Oxoglutarate carboxy-lyase|2-oxoglutarate decarboxylase	H+ + 2-Oxoglutarate => CO2 + 4-Oxobutanoate	cpd00067 + cpd00024 => cpd00011 + cpd00199	4.1.1.71	peg.3085	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R00272	OXGDC	iYO844:OXGDC|iNJ661:OXGDC	-4.09	0.60	-9.55	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00205	Glutathione:hydrogen-peroxide oxidoreductase|glutathione peridoxase|glutathione peroxidase|glutathione:hydrogen-peroxide oxidoreductase	H2O2 + 2 GSH => 2 H2O + GSSG	cpd00025 + 2 cpd00042 => 2 cpd00001 + cpd00111	1.11.1.9	peg.2196	Sulfur Metabolism	Blocked	R00274	GTHPe	iAbaylyiv4:GLUTATHIONE-PEROXIDASE-RXN|iAO358:rll_183|iYO844:GTHPe|iND750:GTHP|iSB619:GTHP|iJN746:GTHP	-74.15	2.08	-65.95	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00206	Superoxide:superoxide oxidoreductase|superoxide dismutase|Superoxide:superoxide oxidoreductase|SPODM|superoxidedismutase	2 O2- => O2 + H2O2	2 cpd00532 => cpd00007 + cpd00025	1.15.1.1	peg.1938|peg.1945|peg.2506	Cell Wall and Capsule	Blocked	R00275	SODr	iJR904:SPODM|iAO358:rll_411|iAF692:SPODM|iSB619:SPODM|iAF1260:SPODM:SPODMpp|iIT341:SPODM|iAbaylyiv4:SUPEROX-DISMUT-RXN|iYO844:SODr|iNJ661:SPODM	-35.97	0.71	-40.07	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00211	UDPglucose:NAD+ oxidoreductase|UDPglucose 6-dehydrogenase|udp-glucose 6-dehydrogenase	2 NAD + H2O + UDPglucose <=> 3 H+ + 2 NADH + UDPglucuronate	2 cpd00003 + cpd00001 + cpd00026 <=> 3 cpd00067 + 2 cpd00004 + cpd00144	1.1.1.22	peg.3564|peg.3089|peg.3630	Carbohydrates	Blocked	R00286	UDPGD	iJR904:UDPGD|iAbaylyiv4:UGD-RXN|iAF692:UDPGDr|iYO844:UDPGD|iPS189:UDPGD|iNJ661:UDPGD|iAF1260:UDPGD	-4.58	2.16	-4.58	<=>	REVERSIBLE BY POINTS
rxn00212	UDPglucose pyrophosphohydrolase	H2O + UDPglucose => UMP + Cori ester	cpd00001 + cpd00026 => cpd00091 + cpd00089	3.6.1.8|3.6.1.9|3.6.1.45	peg.3243	Nucleosides and Nucleotides	Positive variable	R00287	NOT IN MODEL	iAF1260:UDPGPpp	-9.31	0.75	-13.41	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00213	UTP:alpha-D-glucose-1-phosphate uridylyltransferase|UTP-glucose-1-phosphate uridylyltransferase (irreversible)|UTP-glucose-1-phosphate uridylyltransferase|UTP:alpha-D-glucose-1-phosphate uridylyltransferase|GALU|UTP-glucose-1-phosphateuridylyltransferase|utp--glucose-1-phosphate uridylyltransferase	Cori ester + UTP <=> PPi + UDPglucose	cpd00089 + cpd00062 <=> cpd00012 + cpd00026	2.7.7.9	peg.1821|peg.3088|peg.3576|peg.3573	Carbohydrates	Positive	R00289	GALU	iJR904:GALU:GALUi|iAO358:rll_188|iAG612:rbs_572|iAF692:GALUi|iSB619:GALUi|iAF1260:GALUi|iIT341:GALU|iAbaylyiv4:GLUC1PURIDYLTRANS-RXN|iND750:GALU|iYO844:GALU|iPS189:GALU|iNJ661:GALUi|iJN746:GALU	1.07	0.75	1.07	<=>	REVERSIBLE BY MM DELTAG
rxn00214	UDPglucose 4-epimerase|UDPglucose 4-epimerase|UDPG4E|UDP-glucose epimerase|UDP-glucose 4-epimerase|UDPglucose4-epimerase|udp-glucose 4-epimerase	UDPglucose <=> UDPgalactose	cpd00026 <=> cpd00043	5.1.3.2	peg.3891	Carbohydrates	Positive variable	R00291	UDPG4E	iJR904:UDPG4E|iAO358:rll_153:rll_465|iAG612:rbs_573|iAF692:UDPG4E|iSB619:UDPG4E|iAF1260:UDPG4E|iIT341:UDPG4E|iAbaylyiv4:UDPGLUCEPIM-RXN|iND750:UDPG4E|iYO844:UDPG4E|iPS189:UDPG4E|iNJ661:UDPG4E	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn00215	UDPglucose 4,6-hydro-lyase	UDPglucose => H2O + UDP-4-oxo-6-deoxy-D-glucose	cpd00026 => cpd00001 + cpd02528	4.2.1.76	peg.1985	Nucleosides and Nucleotides	Blocked	R00293	NOT IN MODEL		-13.90	0.68	-13.90	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00216	ATP:D-glucose 6-phosphotransferase|hexokinase (D-glucose:ATP)|ATP:D-glucose 6-phosphotransferase|HEX1|glucose kinase|hexokinase-D-glucose-ATP	ATP + Glucose <=> ADP + Robison ester	cpd00002 + cpd00027 <=> cpd00008 + cpd00079	2.7.1.1|2.7.1.2	peg.2489	Carbohydrates	Variable	R00299|R01786	HEX1	iIT341:HEX1|iJR904:HEX1|iAO358:rll_159|iAG612:rbs_170:rbs_172|iYO844:HEX1|iND750:HEX1|iNJ661:HEX1|iSB619:HEX1|iAF1260:HEX1|iJN746:HEX1	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn00222	1,4-beta-D-Glucan glucohydrolase|beta-glucosidase (cellobiose)	H2O + CELB <=> 2 Glucose	cpd00001 + cpd00158 <=> 2 cpd00027	3.2.1.74|3.2.1.21	peg.3931|peg.342|peg.584	Carbohydrates	Blocked	R00306	BG(CELLB)	iYO844:BG(CELLB)	-3.11	0.69	-7.21	<=>	REVERSIBLE BY POINTS
rxn00223	xylose isomerase|alpha-D-Glucose ketol-isomerase	Glucose <= Levulose	cpd00027 <= cpd00082	5.3.1.5	peg.1764	Carbohydrates	Negative variable	R00307|R00878	XYLI2	iJR904:XYLI2i|iYO844:XYLI2|iAF1260:XYLI2	-0.89	0.61	-0.89	<=>	REVERSIBLE BY MM DELTAG
rxn00224	Protoporphyrin ferro-lyase|Ferrochelatase|Ferrochelatase, mitochondrial|Heme B synthesis reaction|Protoporphyrin ferro-lyase|FCLT|ferrochelatase	Fe2+ + Protoporphyrin <=> 2 H+ + Heme	cpd10515 + cpd01476 <=> 2 cpd00067 + cpd00028	4.99.1.1	peg.1013	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R00310	FCLT	iIT341:FCLT|iJR904:FCLT|iAbaylyiv4:PROTOHEMEFERROCHELAT-RXN|iYO844:FCLT|iND750:FCLTm|iNJ661:FCLT|iSB619:FCLT|iAF1260:FCLT|iJN746:FCLT	UNKNOWN	UNKNOWN	UNKNOWN	<=>	REVERSIBLE BY POINTS
rxn00225	ATP:acetate phosphotransferase|acetate kinase|ATP:acetate phosphotransferase|ACKr|acetatekinase	ATP + H+ + ACET <=> ADP + Acetylphosphate	cpd00002 + cpd00067 + cpd00029 <=> cpd00008 + cpd00196	2.7.2.1|2.7.2.15	peg.2950	Carbohydrates	Variable	R00315	ACKr	iJR904:ACKr|iAO358:rll_3:rll_4|iAG612:rbs_133|iAF692:ACKr|iSB619:ACKr|iAF1260:ACKr|iIT341:ACKr|iAbaylyiv4:ACETATEKIN-RXN|iYO844:ACKr|iPS189:ACKr|iNJ661:ACKr|iJN746:ACKr	4.17	0.58	4.17	<=>	REVERSIBLE BY POINTS
rxn00227	Acetyl phosphate phosphohydrolase|Acetyl phosphate phosphohydrolase|acylphosphatase (2)	Acetylphosphate + H2O => Phosphate + 2 H+ + ACET	cpd00196 + cpd00001 => cpd00009 + 2 cpd00067 + cpd00029	3.6.1.7	peg.764	Carbohydrates	Positive variable	R00317	NOT IN MODEL	iAF692:ACYP_2|iSB619:ACYP_2	-10.99	0.90	-15.09	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00231	Acetamide amidohydrolase|Acetamide amidohydrolase|amidase|AMID4	H2O + Acetamide => ACET + NH3	cpd00001 + cpd03734 => cpd00029 + cpd00013	3.5.1.4	peg.1359	Amino Acids and Derivatives	Blocked	R00321	NOT IN MODEL	iIT341:AMID4|iNJ661:AMID4	-6.26	1.01	-10.36	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00237	ATP:nucleoside-diphosphate phosphatransferase|nucleoside-diphosphate kinase (ATP:GDP)|ATP:nucleoside-diphosphate phosphatransferase|NDPK1|nucleoside-diphosphatekinase-ATP-GDP|gdp kinase	ATP + GDP <=> ADP + GTP	cpd00002 + cpd00031 <=> cpd00008 + cpd00038	2.7.4.6	peg.2277	Nucleosides and Nucleotides	Variable	R00330	NDPK1	iJR904:NDPK1|iAO358:rll_507|iAG612:rbs_304|iAF692:NDPK1|iSB619:NDPK1|iAF1260:NDPK1|iIT341:NDPK1|iAbaylyiv4:GDPKIN-RXN|iND750:NDPK1|iYO844:NDPK1|iPS189:NDPK1|iNJ661:NDPK1|iJN746:NDPK1	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn00239	ATP:(d)GMP phosphotransferase|guanylate kinase (GMP:ATP)|ATP:(d)GMP phosphotransferase|GK1|guanylate kinase|guanylatekinase-GMP-ATP|gmp kinase	ATP + GMP <=> ADP + GDP	cpd00002 + cpd00126 <=> cpd00008 + cpd00031	2.7.4.8	peg.1570	Nucleosides and Nucleotides	Variable	R00332	GK1	iJR904:GK1|iAO358:rll_176|iAG612:rbs_325|iAF692:GK1|iSB619:GK1|iAF1260:GK1|iIT341:GK1|iAbaylyiv4:GUANYL-KIN-RXN|iND750:GK1|iYO844:GK1|iPS189:GK1|iNJ661:GK1|iJN746:GK1	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn00247	ATP:oxaloacetate carboxy-lyase (transphosphorylating)|phosphoenolpyruvate carboxykinase	ATP + H+ + Oxaloacetate => ADP + CO2 + PEP	cpd00002 + cpd00067 + cpd00032 => cpd00008 + cpd00011 + cpd00061	4.1.1.49	peg.3059	Carbohydrates	Positive variable	R00341	PPCK	iJR904:PPCK|iAG612:rbs_187|iYO844:PPCK|iND750:PPCK|iNJ661:PPCKr|iSB619:PPCK|iAF1260:PPCK	-0.29	0.83	-5.75	=>	IRREVERSIBLE BY POINTS
rxn00248	(S)-malate:NAD+ oxidoreductase|malate dehydrogenase|malate dehydrogenase, peroxisomal|malate dehydrogenase, mitochondrial|(S)-malate:NAD+ oxidoreductase|malate dehydrogenase (other direction)	NAD + MALA <=> H+ + NADH + Oxaloacetate	cpd00003 + cpd00130 <=> cpd00067 + cpd00004 + cpd00032	1.1.1.37	peg.1233|peg.2915	Carbohydrates	Variable	R00342	MDH	iJR904:MDH|iAG612:rbs_435|iAF692:MDH:MDHi2|iSB619:MDH|iAF1260:MDH|iAbaylyiv4:MALATE-DEH-RXN|iND750:MDHp:MDHm:MDH|iYO844:MDH|iNJ661:MDH|iJN746:MDH	6.22	1.10	6.22	<=>	REVERSIBLE BY POINTS
rxn00250	Pyruvate:carbon-dioxide ligase (ADP-forming)|pyruvate carboxylase	ATP + HCO3- + Pyruvate <=> ADP + Phosphate + H+ + Oxaloacetate	cpd00002 + cpd00242 + cpd00020 <=> cpd00008 + cpd00009 + cpd00067 + cpd00032	6.4.1.1	peg.1488	Carbohydrates	Variable	R00344	PC	iAG612:rbs_188|iAF692:PC|iYO844:PC|iND750:PC|iNJ661:PC|iSB619:PC|iJN746:PC	-1.07	0.74	-1.07	<=>	REVERSIBLE BY MM DELTAG
rxn00256	Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -> acetyl-CoA)|citrate synthase|citrate synthase, peroxisomal|citrate synthase, mitochondrial|Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -> acetyl-CoA)|CS|citratesynthase|citrate (si)-synthase	H+ + CoA + Citrate <= Acetyl-CoA + H2O + Oxaloacetate	cpd00067 + cpd00010 + cpd00137 <= cpd00022 + cpd00001 + cpd00032	2.3.3.1|2.3.3.3|4.1.3.7	peg.2917|peg.944	Carbohydrates	Negative variable	R00351	CS	iJR904:CS|iAO358:rll_169|iAG612:rbs_112:rbs_113:rbs_114|iAF692:CS|iSB619:CS|iAF1260:CS|iIT341:CS|iAbaylyiv4:CITSYN-RXN|iND750:CSp:CSm|iYO844:CS|iNJ661:CS|iJN746:CS	8.93	1.31	8.93	<=	IRREVERSIBLE BY POINTS
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase|aspartate transaminase|aspartate transaminase, peroxisomal|aspartate transaminase, mitochondrial|L-Aspartate:2-oxoglutarate aminotransferase|ASPTA|aspartate aminotransferase|aspartatetransaminase	2-Oxoglutarate + Aspartate <=> GLU + Oxaloacetate	cpd00024 + cpd00041 <=> cpd00023 + cpd00032	2.6.1.1	peg.2241|peg.3775|peg.957	Amino Acids and Derivatives	Variable	R00355	ASPTA1	iJR904:ASPTA|iAO358:rll_64:rll_65|iAG612:rbs_506|iAF692:ASPTA|iSB619:ASPTA|iAF1260:ASPTA|iIT341:ASPTA|iAbaylyiv4:ASPAMINOTRANS-RXN|iND750:ASPTAp:ASPTAm:ASPTA|iYO844:ASPTA1|iNJ661:ASPTA|iJN746:ASPTA	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn00269	Aminoacetic acid:oxygen oxidoreductase (deaminating)|glycine oxidase	O2 + H2O + Gly => NH3 + H2O2 + Glyoxylate	cpd00007 + cpd00001 + cpd00033 => cpd00013 + cpd00025 + cpd00040	1.4.3.3|1.4.3.19	peg.1168	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R00366	GLYO1	iYO844:GLYO1	-21.56	1.05	-21.56	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn00272	L-Alanine:glyoxylate aminotransferase|alanine-glyoxylate transaminase	Glyoxylate + ALA <=> Pyruvate + Gly	cpd00040 + cpd00035 <=> cpd00020 + cpd00033	2.6.1.44	peg.3258	Carbohydrates	Variable	R00369	NOT IN MODEL	iND750:AGT	-1.46	0.30	-1.46	<=>	REVERSIBLE BY MM DELTAG
rxn00274	Succinyl-CoA:glycine C-succinyl-transferase(decarboxylating)|glycine C-acetyltransferase|glycine C-acetyltransferase (irreversible)	Acetyl-CoA + Gly <=> CoA + L-2-Amino-acetoacetate	cpd00022 + cpd00033 <=> cpd00010 + cpd02211	2.3.1.29|2.3.1.37	peg.1703	Amino Acids and Derivatives	Variable	R00371	GLYAT	iJR904:GLYATi|iYO844:GLYAT|iSB619:GLYAT|iAF1260:GLYAT	5.25	1.09	5.25	<=>	REVERSIBLE BY POINT DELTAG CONFLICT
rxn00278	L-Alanine:NAD+ oxidoreductase (deaminating)|L-alanine dehydrogenase|L-Alanine:NAD+ oxidoreductase (deaminating)|ALAD_L|L-alaninedehydrogenase	NAD + H2O + ALA <=> H+ + NADH + Pyruvate + NH3	cpd00003 + cpd00001 + cpd00035 <=> cpd00067 + cpd00004 + cpd00020 + cpd00013	1.4.1.1	peg.3196	Carbohydrates	Variable	R00396	ALAD_L	iIT341:ALAD_L|iAG612:rbs_364|iYO844:ALAD_L|iNJ661:ALAD_L|iSB619:ALAD_L	8.69	1.31	4.59	<=>	REVERSIBLE BY POINT DELTAG CONFLICT
rxn00283	L-Alanine racemase|alanine racemase|alanine racemase (irreversible)|L-Alanine racemase|ALAR|alanineracemase	ALA <=> D-Ala	cpd00035 <=> cpd00117	5.1.1.1	peg.464	Amino Acids and Derivatives	Positive	R00401	ALAR	iJR904:ALAR:ALARi|iAO358:rll_106|iAG612:rbs_365|iSB619:ALAR|iAF1260:ALAR|iIT341:ALAR|iAbaylyiv4:ALARACECAT-RXN|iYO844:ALAR|iNJ661:ALAR|iJN746:ALAR	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn00285	Succinate:CoA ligase (ADP-forming)|succinyl-CoA synthetase (ADP-forming)|Succinate--CoA ligase (ADP-forming), mitochondrial|succinate--CoA ligase (ADP-forming)|succinate--coa ligase (adp-forming)	ATP + CoA + Succinate <=> ADP + Phosphate + Succinyl-CoA	cpd00002 + cpd00010 + cpd00036 <=> cpd00008 + cpd00009 + cpd00078	6.2.1.5|6.2.1.4	peg.1611+peg.1612	Carbohydrates	Variable	R00405	SUCOAS	iJR904:SUCOAS|iAO358:rll_611|iAG612:rbs_554|iSB619:SUCOAS|iAF1260:SUCOAS|iAbaylyiv4:SUCCCOASYN-RXN|iND750:SUCOAS1m|iYO844:SUCOAS|iNJ661:SUCOAS|iJN746:SUCOAS	-1.06	1.21	-1.06	<=>	REVERSIBLE BY MM DELTAG
rxn00288	Succinate:(acceptor) oxidoreductase|succinate dehydrogenase, mitochondrial|fumarate reductase, mitochondrial|succinate dehydrogenase|Succinate:(acceptor) oxidoreductase|fumarate reductase|fumarate reductase flavoprotein subunit	Succinate + FAD <=> Fumarate + FADH2	cpd00036 + cpd00015 <=> cpd00106 + cpd00982	1.3.99.1	peg.2846+peg.2847+peg.2848	Carbohydrates	Variable	R00408	SUCD1	iJR904:SUCD1i|iAO358:rll_149|iAG612:rbs_553|iYO844:SUCD1|iND750:SUCD1m:FRDm|iNJ661:FRD:SUCD1i|iSB619:SUCD1|iJN746:SUCD1	10.45	1.92	10.45	<=>	REVERSIBLE BY POINTS
rxn00289	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase|methylisocitrate lyase	Methylisocitrate <=> Pyruvate + Succinate	cpd02799 <=> cpd00020 + cpd00036	4.1.3.30	peg.2416	Carbohydrates	Positive variable	R00409	MICITL	iJR904:MCITL2|iAbaylyiv4:METHYLISOCITRATE-LYASE-RXN|iAG612:rbs_2|iYO844:MICITL|iAF1260:MCITL2|iJN746:MCITL2	4.98	0.45	0.88	<=>	REVERSIBLE BY MM DELTAG
rxn00290	Succinyl-CoA:3-oxo-acid CoA-transferase|3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate)|Succinyl-CoA:3-oxo-acid CoA-transferase|3-oxoacid CoA-transferase|OCOAT1|3-oxoacidCoA-transferase-Succinyl-CoA-acetoacetate	Succinyl-CoA + Acetoacetate <=> Acetoacetyl-CoA + Succinate	cpd00078 + cpd00142 <=> cpd00279 + cpd00036	2.8.3.5	peg.3903+peg.3904	Carbohydrates	Variable	R00410	OCOAT1r	iIT341:OCOAT1|iYO844:OCOAT1r|iNJ661:OCOAT1r|iJN746:OCOAT1	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn00292	UDP-N-acetyl-D-glucosamine 2-epimerase|UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis)	H2O + UDP-N-acetylglucosamine <=> UDP + N-Acetyl-D-mannosamine	cpd00001 + cpd00037 <=> cpd00014 + cpd00492	5.1.3.14	peg.3572	Cell Wall and Capsule	Positive variable	R00414	UAG2EMA	iAF692:UAG2EMA|iYO844:UAG2EMA|iSB619:UAG2EMA	-4.81	0.69	-8.91	<=>	REVERSIBLE BY POINTS
rxn00293	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase|UDP-N-acetylglucosamine diphosphorylase|UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase|UAGDP|UDP-N-acetylglucosamine pyrophosphorylase|UDP-N-acetylglucosaminediphosphorylase|udp-n-acetylglucosamine pyrophosphorylase	N-Acetyl-D-glucosamine1-phosphate + UTP <=> PPi + UDP-N-acetylglucosamine	cpd02611 + cpd00062 <=> cpd00012 + cpd00037	2.7.7.23	peg.50	Cell Wall and Capsule	Positive	R00415|R00416	UAGDPr	iJR904:UAGDP|iAO358:rll_162|iAF692:UAGDP|iSB619:UAGDP|iAF1260:UAGDP|iIT341:UAGDP|iAbaylyiv4:NAG1P-URIDYLTRANS-RXN|iYO844:UAGDPr|iPS189:UAGDP|iNJ661:UAGDP|iJN746:UAGDP	1.07	0.75	1.07	<=>	REVERSIBLE BY MM DELTAG
rxn00295	UDP-N-acetyl-D-glucosamine 4-epimerase|UDP-N-acetylglucosamine 4-epimerase	UDP-N-acetylglucosamine <=> UDP-N-acetyl-D-galactosamine	cpd00037 <=> cpd00175	5.1.3.7	peg.3891|peg.3090	Carbohydrates	Positive	R00418	UAG4E	iYO844:UAG4E|iPS189:UAG4E|iSB619:UAG4E	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
