Unoptimized model						Gap filled model						Optimized model				
False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives	
Correct positive	Gene KO	ArgonneLBMedia	peg.1549			Correct positive	Gene KO	ArgonneLBMedia	peg.1549			Correct positive	Gene KO	ArgonneLBMedia	peg.1549	
Correct positive	Gene KO	ArgonneLBMedia	peg.1550			Correct positive	Gene KO	ArgonneLBMedia	peg.1550			Correct positive	Gene KO	ArgonneLBMedia	peg.1550	
Correct positive	Gene KO	ArgonneLBMedia	peg.1551	rxn01018		Correct positive	Gene KO	ArgonneLBMedia	peg.1551	rxn01018		Correct positive	Gene KO	ArgonneLBMedia	peg.1551	rxn01018
Correct positive	Gene KO	ArgonneLBMedia	peg.1552	rxn01465		Correct positive	Gene KO	ArgonneLBMedia	peg.1552	rxn01465		Correct positive	Gene KO	ArgonneLBMedia	peg.1552	rxn01465
Correct positive	Gene KO	ArgonneLBMedia	peg.1553			Correct positive	Gene KO	ArgonneLBMedia	peg.1553			Correct positive	Gene KO	ArgonneLBMedia	peg.1553	
Correct positive	Gene KO	ArgonneLBMedia	peg.1554			Correct positive	Gene KO	ArgonneLBMedia	peg.1554			Correct positive	Gene KO	ArgonneLBMedia	peg.1554	
Correct positive	Gene KO	ArgonneLBMedia	peg.1555	rxn01360		Correct positive	Gene KO	ArgonneLBMedia	peg.1555	rxn01360		Correct positive	Gene KO	ArgonneLBMedia	peg.1555	rxn01360
Correct positive	Gene KO	ArgonneLBMedia	peg.1556	rxn01360		Correct positive	Gene KO	ArgonneLBMedia	peg.1556	rxn01360		Correct positive	Gene KO	ArgonneLBMedia	peg.1556	rxn01360
Correct positive	Gene KO	ArgonneLBMedia	peg.1557	rxn00710		Correct positive	Gene KO	ArgonneLBMedia	peg.1557	rxn00710		Correct positive	Gene KO	ArgonneLBMedia	peg.1557	rxn00710
Correct positive	Gene KO	ArgonneLBMedia	peg.1558	rxn01362		Correct positive	Gene KO	ArgonneLBMedia	peg.1558	rxn01362		Correct positive	Gene KO	ArgonneLBMedia	peg.1558	rxn01362
Correct positive	Gene KO	ArgonneLBMedia	peg.1559			Correct positive	Gene KO	ArgonneLBMedia	peg.1559			Correct positive	Gene KO	ArgonneLBMedia	peg.1559	
Correct positive	Gene KO	ArgonneLBMedia	peg.1560			Correct positive	Gene KO	ArgonneLBMedia	peg.1560			Correct positive	Gene KO	ArgonneLBMedia	peg.1560	
Correct positive	Gene KO	ArgonneLBMedia	peg.1561			Correct positive	Gene KO	ArgonneLBMedia	peg.1561			Correct positive	Gene KO	ArgonneLBMedia	peg.1561	
Correct positive	Gene KO	ArgonneLBMedia	peg.1562			Correct positive	Gene KO	ArgonneLBMedia	peg.1562			Correct positive	Gene KO	ArgonneLBMedia	peg.1562	
Correct positive	Gene KO	ArgonneLBMedia	peg.1563			Correct positive	Gene KO	ArgonneLBMedia	peg.1563			Correct positive	Gene KO	ArgonneLBMedia	peg.1563	
Correct positive	Gene KO	ArgonneLBMedia	peg.1564	rxn02056		Correct positive	Gene KO	ArgonneLBMedia	peg.1564	rxn02056		Correct positive	Gene KO	ArgonneLBMedia	peg.1564	rxn02056
Correct positive	Gene KO	ArgonneLBMedia	peg.1565	rxn02774		Correct positive	Gene KO	ArgonneLBMedia	peg.1565	rxn02774		Correct positive	Gene KO	ArgonneLBMedia	peg.1565	rxn02774
Correct positive	Gene KO	ArgonneLBMedia	peg.1567	"rxn05513,rxn05174"		Correct positive	Gene KO	ArgonneLBMedia	peg.1567	"rxn05513,rxn05174"		Correct positive	Gene KO	ArgonneLBMedia	peg.1567	"rxn05513,rxn05174"
False negative	Gene KO	ArgonneLBMedia	peg.1572	"rxn02341,rxn09177"		False negative	Gene KO	ArgonneLBMedia	peg.1572	"rxn02341,rxn09177"		False negative	Gene KO	ArgonneLBMedia	peg.1572	"rxn02341,rxn09177"
Correct positive	Gene KO	ArgonneLBMedia	peg.1574			Correct positive	Gene KO	ArgonneLBMedia	peg.1574			Correct positive	Gene KO	ArgonneLBMedia	peg.1574	
Correct positive	Gene KO	ArgonneLBMedia	peg.158			Correct positive	Gene KO	ArgonneLBMedia	peg.158			Correct positive	Gene KO	ArgonneLBMedia	peg.158	
Correct positive	Gene KO	ArgonneLBMedia	peg.1581	rxn01116		Correct positive	Gene KO	ArgonneLBMedia	peg.1581	rxn01116		Correct positive	Gene KO	ArgonneLBMedia	peg.1581	rxn01116
Correct positive	Gene KO	ArgonneLBMedia	peg.1582	rxn00440		Correct positive	Gene KO	ArgonneLBMedia	peg.1582	rxn00440		Correct positive	Gene KO	ArgonneLBMedia	peg.1582	rxn00440
Correct positive	Gene KO	ArgonneLBMedia	peg.1587	rxn00165		Correct positive	Gene KO	ArgonneLBMedia	peg.1587	rxn00165		Correct positive	Gene KO	ArgonneLBMedia	peg.1587	rxn00165
Correct positive	Gene KO	ArgonneLBMedia	peg.1588	rxn00165		Correct positive	Gene KO	ArgonneLBMedia	peg.1588	rxn00165		Correct positive	Gene KO	ArgonneLBMedia	peg.1588	rxn00165
Correct positive	Gene KO	ArgonneLBMedia	peg.161			Correct positive	Gene KO	ArgonneLBMedia	peg.161			Correct positive	Gene KO	ArgonneLBMedia	peg.161	
Correct positive	Gene KO	ArgonneLBMedia	peg.1611	rxn00285		Correct positive	Gene KO	ArgonneLBMedia	peg.1611	rxn00285		Correct positive	Gene KO	ArgonneLBMedia	peg.1611	rxn00285
Correct positive	Gene KO	ArgonneLBMedia	peg.1612	rxn00285		Correct positive	Gene KO	ArgonneLBMedia	peg.1612	rxn00285		Correct positive	Gene KO	ArgonneLBMedia	peg.1612	rxn00285
Correct positive	Gene KO	ArgonneLBMedia	peg.162			Correct positive	Gene KO	ArgonneLBMedia	peg.162			Correct positive	Gene KO	ArgonneLBMedia	peg.162	
Correct positive	Gene KO	ArgonneLBMedia	peg.163			Correct positive	Gene KO	ArgonneLBMedia	peg.163			Correct positive	Gene KO	ArgonneLBMedia	peg.163	
False negative	Gene KO	ArgonneLBMedia	peg.1654	rxn00119		False negative	Gene KO	ArgonneLBMedia	peg.1654	rxn00119		False negative	Gene KO	ArgonneLBMedia	peg.1654	rxn00119
Correct positive	Gene KO	ArgonneLBMedia	peg.1656	rxn04308		Correct positive	Gene KO	ArgonneLBMedia	peg.1656	rxn04308		Correct positive	Gene KO	ArgonneLBMedia	peg.1656	rxn04308
Correct positive	Gene KO	ArgonneLBMedia	peg.166	rxn00016		Correct positive	Gene KO	ArgonneLBMedia	peg.166	rxn00016		Correct positive	Gene KO	ArgonneLBMedia	peg.166	rxn00016
Correct positive	Gene KO	ArgonneLBMedia	peg.167			Correct positive	Gene KO	ArgonneLBMedia	peg.167			Correct positive	Gene KO	ArgonneLBMedia	peg.167	
Correct positive	Gene KO	ArgonneLBMedia	peg.1670	rxn00122		Correct positive	Gene KO	ArgonneLBMedia	peg.1670	rxn00122		Correct positive	Gene KO	ArgonneLBMedia	peg.1670	rxn00122
Correct positive	Gene KO	ArgonneLBMedia	peg.1676			Correct positive	Gene KO	ArgonneLBMedia	peg.1676			Correct positive	Gene KO	ArgonneLBMedia	peg.1676	
Correct positive	Gene KO	ArgonneLBMedia	peg.1677			Correct positive	Gene KO	ArgonneLBMedia	peg.1677			Correct positive	Gene KO	ArgonneLBMedia	peg.1677	
Correct positive	Gene KO	ArgonneLBMedia	peg.1679			Correct positive	Gene KO	ArgonneLBMedia	peg.1679			Correct positive	Gene KO	ArgonneLBMedia	peg.1679	
Correct positive	Gene KO	ArgonneLBMedia	peg.168			Correct positive	Gene KO	ArgonneLBMedia	peg.168			Correct positive	Gene KO	ArgonneLBMedia	peg.168	
Correct positive	Gene KO	ArgonneLBMedia	peg.1698			Correct positive	Gene KO	ArgonneLBMedia	peg.1698			Correct positive	Gene KO	ArgonneLBMedia	peg.1698	
Correct positive	Gene KO	ArgonneLBMedia	peg.17			Correct positive	Gene KO	ArgonneLBMedia	peg.17			Correct positive	Gene KO	ArgonneLBMedia	peg.17	
Correct positive	Gene KO	ArgonneLBMedia	peg.1702	rxn01068		Correct positive	Gene KO	ArgonneLBMedia	peg.1702	rxn01068		Correct positive	Gene KO	ArgonneLBMedia	peg.1702	rxn01068
Correct positive	Gene KO	ArgonneLBMedia	peg.1703	rxn00274		Correct positive	Gene KO	ArgonneLBMedia	peg.1703	rxn00274		Correct positive	Gene KO	ArgonneLBMedia	peg.1703	rxn00274
Correct positive	Gene KO	ArgonneLBMedia	peg.1711			Correct positive	Gene KO	ArgonneLBMedia	peg.1711			Correct positive	Gene KO	ArgonneLBMedia	peg.1711	
Correct positive	Gene KO	ArgonneLBMedia	peg.1717	rxn01454		Correct positive	Gene KO	ArgonneLBMedia	peg.1717	rxn01454		Correct positive	Gene KO	ArgonneLBMedia	peg.1717	rxn01454
Correct positive	Gene KO	ArgonneLBMedia	peg.1719			Correct positive	Gene KO	ArgonneLBMedia	peg.1719			Correct positive	Gene KO	ArgonneLBMedia	peg.1719	
Correct positive	Gene KO	ArgonneLBMedia	peg.1720			Correct positive	Gene KO	ArgonneLBMedia	peg.1720			Correct positive	Gene KO	ArgonneLBMedia	peg.1720	
Correct positive	Gene KO	ArgonneLBMedia	peg.1750	"rxn00187,rxn03409,rxn03407,rxn03406"		Correct positive	Gene KO	ArgonneLBMedia	peg.1750	"rxn00187,rxn03409,rxn03407,rxn03406"		Correct positive	Gene KO	ArgonneLBMedia	peg.1750	"rxn00187,rxn03409,rxn03407,rxn03406"
Correct positive	Gene KO	ArgonneLBMedia	peg.1761	rxn05671		Correct positive	Gene KO	ArgonneLBMedia	peg.1761	rxn05671		Correct positive	Gene KO	ArgonneLBMedia	peg.1761	rxn05671
Correct positive	Gene KO	ArgonneLBMedia	peg.1764	"rxn01044,rxn00223"		Correct positive	Gene KO	ArgonneLBMedia	peg.1764	"rxn01044,rxn00223"		Correct positive	Gene KO	ArgonneLBMedia	peg.1764	"rxn01044,rxn00223"
Correct positive	Gene KO	ArgonneLBMedia	peg.1765	rxn01199		Correct positive	Gene KO	ArgonneLBMedia	peg.1765	rxn01199		Correct positive	Gene KO	ArgonneLBMedia	peg.1765	rxn01199
Correct positive	Gene KO	ArgonneLBMedia	peg.1770			Correct positive	Gene KO	ArgonneLBMedia	peg.1770			Correct positive	Gene KO	ArgonneLBMedia	peg.1770	
Correct positive	Gene KO	ArgonneLBMedia	peg.1772			Correct positive	Gene KO	ArgonneLBMedia	peg.1772			Correct positive	Gene KO	ArgonneLBMedia	peg.1772	
Correct positive	Gene KO	ArgonneLBMedia	peg.1804	"rxn00973,rxn03061,rxn00974,rxn01388"		Correct positive	Gene KO	ArgonneLBMedia	peg.1804	"rxn00973,rxn03061,rxn00974,rxn01388"		Correct positive	Gene KO	ArgonneLBMedia	peg.1804	"rxn00973,rxn03061,rxn00974,rxn01388"
Correct positive	Gene KO	ArgonneLBMedia	peg.1807	rxn00965		Correct positive	Gene KO	ArgonneLBMedia	peg.1807	rxn00965		Correct positive	Gene KO	ArgonneLBMedia	peg.1807	rxn00965
Correct positive	Gene KO	ArgonneLBMedia	peg.1821			Correct positive	Gene KO	ArgonneLBMedia	peg.1821			Correct positive	Gene KO	ArgonneLBMedia	peg.1821	
Correct positive	Gene KO	ArgonneLBMedia	peg.1824	rxn02889		Correct positive	Gene KO	ArgonneLBMedia	peg.1824	rxn02889		Correct positive	Gene KO	ArgonneLBMedia	peg.1824	rxn02889
Correct positive	Gene KO	ArgonneLBMedia	peg.1825	rxn01504		Correct positive	Gene KO	ArgonneLBMedia	peg.1825	rxn01504		Correct positive	Gene KO	ArgonneLBMedia	peg.1825	rxn01504
Correct positive	Gene KO	ArgonneLBMedia	peg.1826	rxn00991		Correct positive	Gene KO	ArgonneLBMedia	peg.1826	rxn00991		Correct positive	Gene KO	ArgonneLBMedia	peg.1826	rxn00991
Correct positive	Gene KO	ArgonneLBMedia	peg.1827	rxn02889		Correct positive	Gene KO	ArgonneLBMedia	peg.1827	rxn02889		Correct positive	Gene KO	ArgonneLBMedia	peg.1827	rxn02889
Correct positive	Gene KO	ArgonneLBMedia	peg.1828	rxn02889		Correct positive	Gene KO	ArgonneLBMedia	peg.1828	rxn02889		Correct positive	Gene KO	ArgonneLBMedia	peg.1828	rxn02889
Correct positive	Gene KO	ArgonneLBMedia	peg.1829	rxn00988		Correct positive	Gene KO	ArgonneLBMedia	peg.1829	rxn00988		Correct positive	Gene KO	ArgonneLBMedia	peg.1829	rxn00988
Correct positive	Gene KO	ArgonneLBMedia	peg.1830	rxn02866		Correct positive	Gene KO	ArgonneLBMedia	peg.1830	rxn02866		Correct positive	Gene KO	ArgonneLBMedia	peg.1830	rxn02866
Correct positive	Gene KO	ArgonneLBMedia	peg.1845	"rxn02791,rxn02727,rxn02792"		Correct positive	Gene KO	ArgonneLBMedia	peg.1845	"rxn02791,rxn02727,rxn02792"		Correct positive	Gene KO	ArgonneLBMedia	peg.1845	"rxn02791,rxn02727,rxn02792"
Correct positive	Gene KO	ArgonneLBMedia	peg.1847			Correct positive	Gene KO	ArgonneLBMedia	peg.1847			Correct positive	Gene KO	ArgonneLBMedia	peg.1847	
Correct positive	Gene KO	ArgonneLBMedia	peg.1848	rxn00085		Correct positive	Gene KO	ArgonneLBMedia	peg.1848	rxn00085		Correct positive	Gene KO	ArgonneLBMedia	peg.1848	rxn00085
Correct positive	Gene KO	ArgonneLBMedia	peg.1849	rxn00085		Correct positive	Gene KO	ArgonneLBMedia	peg.1849	rxn00085		Correct positive	Gene KO	ArgonneLBMedia	peg.1849	rxn00085
Correct positive	Gene KO	ArgonneLBMedia	peg.1851			Correct positive	Gene KO	ArgonneLBMedia	peg.1851			Correct positive	Gene KO	ArgonneLBMedia	peg.1851	
Correct positive	Gene KO	ArgonneLBMedia	peg.1852			Correct positive	Gene KO	ArgonneLBMedia	peg.1852			Correct positive	Gene KO	ArgonneLBMedia	peg.1852	
Correct positive	Gene KO	ArgonneLBMedia	peg.1858			Correct positive	Gene KO	ArgonneLBMedia	peg.1858			Correct positive	Gene KO	ArgonneLBMedia	peg.1858	
Correct positive	Gene KO	ArgonneLBMedia	peg.1860	"rxn01011,rxn01013"		Correct positive	Gene KO	ArgonneLBMedia	peg.1860	"rxn01011,rxn01013"		Correct positive	Gene KO	ArgonneLBMedia	peg.1860	"rxn01011,rxn01013"
Correct positive	Gene KO	ArgonneLBMedia	peg.1865	"rxn01945,rxn02363"		Correct positive	Gene KO	ArgonneLBMedia	peg.1865	"rxn01945,rxn02363"		Correct positive	Gene KO	ArgonneLBMedia	peg.1865	"rxn01945,rxn02363"
Correct positive	Gene KO	ArgonneLBMedia	peg.1870			Correct positive	Gene KO	ArgonneLBMedia	peg.1870			Correct positive	Gene KO	ArgonneLBMedia	peg.1870	
Correct positive	Gene KO	ArgonneLBMedia	peg.1883			Correct positive	Gene KO	ArgonneLBMedia	peg.1883			Correct positive	Gene KO	ArgonneLBMedia	peg.1883	
Correct positive	Gene KO	ArgonneLBMedia	peg.1886	rxn00147		Correct positive	Gene KO	ArgonneLBMedia	peg.1886	rxn00147		Correct positive	Gene KO	ArgonneLBMedia	peg.1886	rxn00147
Correct positive	Gene KO	ArgonneLBMedia	peg.1936			Correct positive	Gene KO	ArgonneLBMedia	peg.1936			Correct positive	Gene KO	ArgonneLBMedia	peg.1936	
Correct positive	Gene KO	ArgonneLBMedia	peg.1938			Correct positive	Gene KO	ArgonneLBMedia	peg.1938			Correct positive	Gene KO	ArgonneLBMedia	peg.1938	
Correct positive	Gene KO	ArgonneLBMedia	peg.1942	"rxn00441,rxn02376"		Correct positive	Gene KO	ArgonneLBMedia	peg.1942	"rxn00441,rxn02376"		Correct positive	Gene KO	ArgonneLBMedia	peg.1942	"rxn00441,rxn02376"
Correct positive	Gene KO	ArgonneLBMedia	peg.1945			Correct positive	Gene KO	ArgonneLBMedia	peg.1945			Correct positive	Gene KO	ArgonneLBMedia	peg.1945	
Correct positive	Gene KO	ArgonneLBMedia	peg.1956			Correct positive	Gene KO	ArgonneLBMedia	peg.1956			Correct positive	Gene KO	ArgonneLBMedia	peg.1956	
Correct positive	Gene KO	ArgonneLBMedia	peg.1959			Correct positive	Gene KO	ArgonneLBMedia	peg.1959			Correct positive	Gene KO	ArgonneLBMedia	peg.1959	
Correct positive	Gene KO	ArgonneLBMedia	peg.1967			Correct positive	Gene KO	ArgonneLBMedia	peg.1967			Correct positive	Gene KO	ArgonneLBMedia	peg.1967	
Correct positive	Gene KO	ArgonneLBMedia	peg.1973	rxn00321		Correct positive	Gene KO	ArgonneLBMedia	peg.1973	rxn00321		Correct positive	Gene KO	ArgonneLBMedia	peg.1973	rxn00321
Correct positive	Gene KO	ArgonneLBMedia	peg.1975			Correct positive	Gene KO	ArgonneLBMedia	peg.1975			Correct positive	Gene KO	ArgonneLBMedia	peg.1975	
Correct positive	Gene KO	ArgonneLBMedia	peg.1976	rxn00875		Correct positive	Gene KO	ArgonneLBMedia	peg.1976	rxn00875		Correct positive	Gene KO	ArgonneLBMedia	peg.1976	rxn00875
Correct positive	Gene KO	ArgonneLBMedia	peg.1977	rxn00875		Correct positive	Gene KO	ArgonneLBMedia	peg.1977	rxn00875		Correct positive	Gene KO	ArgonneLBMedia	peg.1977	rxn00875
Correct positive	Gene KO	ArgonneLBMedia	peg.1984	rxn02417		Correct positive	Gene KO	ArgonneLBMedia	peg.1984	rxn02417		Correct positive	Gene KO	ArgonneLBMedia	peg.1984	rxn02417
Correct positive	Gene KO	ArgonneLBMedia	peg.1985	rxn00215		Correct positive	Gene KO	ArgonneLBMedia	peg.1985	rxn00215		Correct positive	Gene KO	ArgonneLBMedia	peg.1985	rxn00215
Correct positive	Gene KO	ArgonneLBMedia	peg.2006			Correct positive	Gene KO	ArgonneLBMedia	peg.2006			Correct positive	Gene KO	ArgonneLBMedia	peg.2006	
Correct positive	Gene KO	ArgonneLBMedia	peg.2055			Correct positive	Gene KO	ArgonneLBMedia	peg.2055			Correct positive	Gene KO	ArgonneLBMedia	peg.2055	
Correct positive	Gene KO	ArgonneLBMedia	peg.210			Correct positive	Gene KO	ArgonneLBMedia	peg.210			Correct positive	Gene KO	ArgonneLBMedia	peg.210	
Correct positive	Gene KO	ArgonneLBMedia	peg.214			Correct positive	Gene KO	ArgonneLBMedia	peg.214			Correct positive	Gene KO	ArgonneLBMedia	peg.214	
Correct positive	Gene KO	ArgonneLBMedia	peg.2147			Correct positive	Gene KO	ArgonneLBMedia	peg.2147			Correct positive	Gene KO	ArgonneLBMedia	peg.2147	
Correct positive	Gene KO	ArgonneLBMedia	peg.215	rxn05578		Correct positive	Gene KO	ArgonneLBMedia	peg.215	rxn05578		Correct positive	Gene KO	ArgonneLBMedia	peg.215	rxn05578
Correct positive	Gene KO	ArgonneLBMedia	peg.2174	rxn09940		Correct positive	Gene KO	ArgonneLBMedia	peg.2174	rxn09940		Correct positive	Gene KO	ArgonneLBMedia	peg.2174	rxn09940
Correct positive	Gene KO	ArgonneLBMedia	peg.2175	rxn06077		Correct positive	Gene KO	ArgonneLBMedia	peg.2175	rxn06077		Correct positive	Gene KO	ArgonneLBMedia	peg.2175	rxn06077
Correct positive	Gene KO	ArgonneLBMedia	peg.2183	rxn00737		Correct positive	Gene KO	ArgonneLBMedia	peg.2183	rxn00737		Correct positive	Gene KO	ArgonneLBMedia	peg.2183	rxn00737
Correct positive	Gene KO	ArgonneLBMedia	peg.2188			Correct positive	Gene KO	ArgonneLBMedia	peg.2188			Correct positive	Gene KO	ArgonneLBMedia	peg.2188	
Correct positive	Gene KO	ArgonneLBMedia	peg.2193	"rxn03437,rxn09889,rxn00898"		Correct positive	Gene KO	ArgonneLBMedia	peg.2193	"rxn03437,rxn09889,rxn00898"		Correct positive	Gene KO	ArgonneLBMedia	peg.2193	"rxn03437,rxn09889,rxn00898"
Correct positive	Gene KO	ArgonneLBMedia	peg.2196	rxn00205		Correct positive	Gene KO	ArgonneLBMedia	peg.2196	rxn00205		Correct positive	Gene KO	ArgonneLBMedia	peg.2196	rxn00205
Correct positive	Gene KO	ArgonneLBMedia	peg.2197	rxn01304		Correct positive	Gene KO	ArgonneLBMedia	peg.2197	rxn01304		Correct positive	Gene KO	ArgonneLBMedia	peg.2197	rxn01304
False negative	Gene KO	ArgonneLBMedia	peg.2198	"rxn10279,rxn10277,rxn10272,rxn10278,rxn10275,rxn10273,rxn10271,rxn10276,rxn10274"		False negative	Gene KO	ArgonneLBMedia	peg.2198	"rxn10279,rxn10277,rxn10272,rxn10278,rxn10275,rxn10273,rxn10271,rxn10276,rxn10274"		False negative	Gene KO	ArgonneLBMedia	peg.2198	"rxn10279,rxn10277,rxn10272,rxn10278,rxn10275,rxn10273,rxn10271,rxn10276,rxn10274"
Correct positive	Gene KO	ArgonneLBMedia	peg.2211			Correct positive	Gene KO	ArgonneLBMedia	peg.2211			Correct positive	Gene KO	ArgonneLBMedia	peg.2211	
Correct positive	Gene KO	ArgonneLBMedia	peg.2212			Correct positive	Gene KO	ArgonneLBMedia	peg.2212			Correct positive	Gene KO	ArgonneLBMedia	peg.2212	
Correct positive	Gene KO	ArgonneLBMedia	peg.2214	rxn05681		Correct positive	Gene KO	ArgonneLBMedia	peg.2214	rxn05681		Correct positive	Gene KO	ArgonneLBMedia	peg.2214	rxn05681
Correct positive	Gene KO	ArgonneLBMedia	peg.2215	"rxn03884,rxn00328"		Correct positive	Gene KO	ArgonneLBMedia	peg.2215	"rxn03884,rxn00328"		Correct positive	Gene KO	ArgonneLBMedia	peg.2215	"rxn03884,rxn00328"
Correct positive	Gene KO	ArgonneLBMedia	peg.2216	rxn01123		Correct positive	Gene KO	ArgonneLBMedia	peg.2216	rxn01123		Correct positive	Gene KO	ArgonneLBMedia	peg.2216	rxn01123
Correct positive	Gene KO	ArgonneLBMedia	peg.2218	rxn03043		Correct positive	Gene KO	ArgonneLBMedia	peg.2218	rxn03043		Correct positive	Gene KO	ArgonneLBMedia	peg.2218	rxn03043
Correct positive	Gene KO	ArgonneLBMedia	peg.2219	rxn01124		Correct positive	Gene KO	ArgonneLBMedia	peg.2219	rxn01124		Correct positive	Gene KO	ArgonneLBMedia	peg.2219	rxn01124
Correct positive	Gene KO	ArgonneLBMedia	peg.224	rxn04783		Correct positive	Gene KO	ArgonneLBMedia	peg.224	rxn04783		Correct positive	Gene KO	ArgonneLBMedia	peg.224	rxn04783
Correct positive	Gene KO	ArgonneLBMedia	peg.2241			Correct positive	Gene KO	ArgonneLBMedia	peg.2241			Correct positive	Gene KO	ArgonneLBMedia	peg.2241	
Correct positive	Gene KO	ArgonneLBMedia	peg.2245	rxn00346		Correct positive	Gene KO	ArgonneLBMedia	peg.2245	rxn00346		Correct positive	Gene KO	ArgonneLBMedia	peg.2245	rxn00346
Correct positive	Gene KO	ArgonneLBMedia	peg.2246	rxn01791		Correct positive	Gene KO	ArgonneLBMedia	peg.2246	rxn01791		Correct positive	Gene KO	ArgonneLBMedia	peg.2246	rxn01791
Correct positive	Gene KO	ArgonneLBMedia	peg.2247	rxn00912		Correct positive	Gene KO	ArgonneLBMedia	peg.2247	rxn00912		Correct positive	Gene KO	ArgonneLBMedia	peg.2247	rxn00912
Correct positive	Gene KO	ArgonneLBMedia	peg.2252	rxn00748		Correct positive	Gene KO	ArgonneLBMedia	peg.2252	rxn00748		Correct positive	Gene KO	ArgonneLBMedia	peg.2252	rxn00748
Correct positive	Gene KO	ArgonneLBMedia	peg.2258	rxn10044		Correct positive	Gene KO	ArgonneLBMedia	peg.2258	rxn10044		Correct positive	Gene KO	ArgonneLBMedia	peg.2258	rxn10044
Correct positive	Gene KO	ArgonneLBMedia	peg.2259	rxn10044		Correct positive	Gene KO	ArgonneLBMedia	peg.2259	rxn10044		Correct positive	Gene KO	ArgonneLBMedia	peg.2259	rxn10044
Correct positive	Gene KO	ArgonneLBMedia	peg.2260	rxn10044		Correct positive	Gene KO	ArgonneLBMedia	peg.2260	rxn10044		Correct positive	Gene KO	ArgonneLBMedia	peg.2260	rxn10044
Correct positive	Gene KO	ArgonneLBMedia	peg.2264	rxn02476		Correct positive	Gene KO	ArgonneLBMedia	peg.2264	rxn02476		Correct positive	Gene KO	ArgonneLBMedia	peg.2264	rxn02476
Correct positive	Gene KO	ArgonneLBMedia	peg.2265	rxn01268		Correct positive	Gene KO	ArgonneLBMedia	peg.2265	rxn01268		Correct positive	Gene KO	ArgonneLBMedia	peg.2265	rxn01268
Correct positive	Gene KO	ArgonneLBMedia	peg.2266	"rxn02320,rxn01270"		Correct positive	Gene KO	ArgonneLBMedia	peg.2266	"rxn02320,rxn01270"		Correct positive	Gene KO	ArgonneLBMedia	peg.2266	"rxn02320,rxn01270"
Correct positive	Gene KO	ArgonneLBMedia	peg.2267	"rxn01682,rxn01964,rxn00474"		Correct positive	Gene KO	ArgonneLBMedia	peg.2267	"rxn01682,rxn01964,rxn00474"		Correct positive	Gene KO	ArgonneLBMedia	peg.2267	"rxn01682,rxn01964,rxn00474"
Correct positive	Gene KO	ArgonneLBMedia	peg.2268	"rxn01682,rxn01964,rxn00474"		Correct positive	Gene KO	ArgonneLBMedia	peg.2268	"rxn01682,rxn01964,rxn00474"		Correct positive	Gene KO	ArgonneLBMedia	peg.2268	"rxn01682,rxn01964,rxn00474"
Correct positive	Gene KO	ArgonneLBMedia	peg.2269	rxn02508		Correct positive	Gene KO	ArgonneLBMedia	peg.2269	rxn02508		Correct positive	Gene KO	ArgonneLBMedia	peg.2269	rxn02508
Correct positive	Gene KO	ArgonneLBMedia	peg.2270	rxn02507		Correct positive	Gene KO	ArgonneLBMedia	peg.2270	rxn02507		Correct positive	Gene KO	ArgonneLBMedia	peg.2270	rxn02507
